Time,Frame,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Roll,Pitch,Yaw,Qw,Qx,Qy,Qz
23-36-57.891,543,0.113,-0.295,0.798,6.164,11.189,19.468,25,22,-13,-14.56,-4.76,-97.47,0.650,-0.114,0.068,-0.748
23-36-57.902,544,0.090,-0.377,0.877,20.267,21.658,25.176,26,23,-13,-14.49,-4.59,-97.30,0.651,-0.113,0.068,-0.747
23-36-57.911,545,0.093,-0.393,0.889,42.521,22.598,17.681,26,23,-13,-14.28,-4.32,-97.12,0.653,-0.110,0.068,-0.746
23-36-57.921,546,0.101,-0.396,0.720,94.700,17.989,7.660,26,23,-13,-13.81,-4.06,-97.00,0.654,-0.106,0.067,-0.746
23-36-57.931,547,0.062,-0.380,0.485,219.248,22.967,-2.201,26,22,-15,-12.73,-3.87,-96.98,0.655,-0.099,0.061,-0.746
23-36-57.940,548,0.024,-0.152,0.451,436.962,45.880,-22.214,26,20,-18,-10.27,-3.63,-97.08,0.657,-0.083,0.046,-0.748
23-36-57.950,549,-0.025,0.107,0.390,712.970,65.708,-39.573,26,17,-23,-5.54,-3.18,-97.39,0.658,-0.053,0.018,-0.751
23-36-57.960,550,-0.127,0.524,0.358,1133.683,70.981,-50.728,26,12,-30,2.09,-2.53,-97.82,0.657,-0.005,-0.028,-0.753
23-36-57.970,551,-0.115,1.371,1.101,1601.460,70.509,-60.224,26,12,-30,14.13,-1.75,-98.24,0.651,0.069,-0.103,-0.749
23-36-57.980,552,-0.001,1.391,1.691,1332.545,66.516,-27.989,26,-9,-44,30.04,-0.89,-98.50,0.632,0.163,-0.201,-0.730
23-36-57.990,553,-0.004,1.056,1.070,504.266,35.660,0.708,27,-15,-45,42.13,-0.25,-98.31,0.611,0.234,-0.273,-0.705
23-36-58.000,554,0.053,0.993,0.711,291.248,-6.597,4.701,26,-18,-46,46.87,-0.04,-98.11,0.601,0.260,-0.301,-0.693
23-36-58.010,555,0.039,0.794,0.613,231.231,-9.291,22.851,26,-21,-47,49.73,-0.15,-98.11,0.595,0.275,-0.318,-0.685
23-36-58.020,556,0.032,0.833,0.711,171.296,11.636,15.541,26,-21,-47,51.96,-0.36,-98.03,0.591,0.285,-0.333,-0.678
23-36-58.030,557,0.032,0.833,0.711,171.296,11.636,15.541,26,-21,-47,51.96,-0.36,-98.03,0.591,0.285,-0.333,-0.678
23-36-58.030,558,0.083,0.899,0.785,128.391,19.200,7.279,26,-25,-48,53.62,-0.39,-97.84,0.588,0.294,-0.342,-0.672
23-36-58.040,559,0.044,0.880,0.802,84.582,12.809,6.851,26,-25,-48,54.85,-0.34,-97.65,0.585,0.301,-0.348,-0.667
23-36-58.050,560,0.041,0.935,0.711,22.873,4.613,4.869,26,-26,-48,55.62,-0.33,-97.51,0.584,0.306,-0.353,-0.664
23-36-58.060,561,0.053,1.001,0.731,-54.546,5.057,7.329,26,-26,-48,55.75,-0.35,-97.45,0.584,0.306,-0.353,-0.663
23-36-58.070,562,0.041,0.939,0.817,-128.498,8.723,18.850,26,-26,-48,55.12,-0.39,-97.35,0.587,0.303,-0.349,-0.665
23-36-58.080,563,0.060,0.895,0.872,-223.353,-1.127,24.654,27,-24,-47,53.71,-0.50,-97.17,0.592,0.296,-0.341,-0.668
23-36-58.091,564,0.056,0.852,0.919,-310.798,-18.124,26.982,27,-21,-47,51.38,-0.72,-97.05,0.599,0.283,-0.329,-0.673
23-36-58.100,565,0.044,0.837,0.947,-420.834,-34.094,27.993,26,-17,-46,48.13,-1.06,-97.03,0.608,0.264,-0.311,-0.681
23-36-58.110,566,-0.007,0.755,0.944,-512.841,-51.374,31.844,26,-13,-45,43.80,-1.51,-97.09,0.618,0.238,-0.288,-0.692
23-36-58.120,567,0.015,0.536,0.810,-604.764,-64.210,43.589,26,-13,-45,38.56,-2.13,-97.20,0.629,0.205,-0.259,-0.704
23-36-58.130,568,0.017,0.368,0.798,-636.724,-60.022,39.565,26,-4,-41,32.46,-2.90,-97.22,0.640,0.167,-0.226,-0.715
23-36-58.140,569,-0.019,0.173,0.834,-658.394,-47.356,27.844,25,1,-38,26.09,-3.60,-97.17,0.649,0.126,-0.189,-0.726
23-36-58.151,570,0.015,0.125,0.778,-716.464,-37.365,3.711,25,6,-35,19.42,-4.12,-97.12,0.656,0.085,-0.150,-0.734
23-36-58.160,571,0.008,0.164,0.817,-702.086,-27.056,-22.032,25,11,-30,12.26,-4.47,-97.22,0.660,0.041,-0.106,-0.743
23-36-58.170,572,-0.058,0.228,0.933,-605.972,-14.730,-26.183,25,11,-30,5.37,-4.68,-97.48,0.660,0.000,-0.062,-0.749
23-36-58.181,573,0.066,0.081,0.910,-535.279,-14.448,-20.147,25,18,-22,-0.55,-4.82,-97.74,0.657,-0.035,-0.024,-0.753
23-36-58.191,574,0.116,-0.029,0.901,-463.747,-11.502,-9.706,25,20,-18,-5.83,-4.97,-97.92,0.653,-0.066,0.010,-0.754
23-36-58.200,575,0.114,-0.186,0.842,-352.207,-11.121,1.711,24,21,-15,-10.31,-5.09,-97.99,0.650,-0.092,0.039,-0.753
23-36-58.211,576,0.118,-0.252,0.845,-238.358,-6.935,7.011,25,23,-12,-13.69,-5.19,-97.94,0.647,-0.112,0.060,-0.752
23-36-58.221,577,0.133,-0.319,0.900,-148.273,0.862,8.789,25,23,-12,-15.96,-5.23,-97.85,0.645,-0.125,0.075,-0.750
23-36-58.231,578,0.125,-0.354,0.916,-90.250,3.333,8.503,25,24,-10,-17.38,-5.19,-97.77,0.644,-0.133,0.084,-0.748
23-36-58.240,579,0.133,-0.335,0.896,-47.602,2.553,5.076,25,24,-10,-18.24,-5.14,-97.71,0.644,-0.137,0.090,-0.747
23-36-58.251,580,0.125,-0.288,0.841,0.806,0.811,4.288,25,24,-9,-18.66,-5.10,-97.67,0.643,-0.140,0.093,-0.747
23-36-58.261,581,0.121,-0.287,0.771,56.975,1.237,10.731,25,24,-10,-18.59,-5.08,-97.62,0.644,-0.139,0.093,-0.747
23-36-58.271,582,0.128,-0.397,0.598,124.084,8.535,19.881,25,24,-10,-17.95,-5.02,-97.51,0.645,-0.135,0.089,-0.747
23-36-58.281,583,0.100,-0.458,0.429,262.512,21.546,17.748,25,23,-12,-16.57,-4.87,-97.35,0.648,-0.127,0.080,-0.747
23-36-58.291,584,0.093,-0.329,0.398,482.843,44.717,-4.158,25,22,-16,-13.68,-4.59,-97.27,0.652,-0.108,0.063,-0.748
23-36-58.301,585,0.064,-0.043,0.258,792.366,59.298,-26.242,26,19,-21,-8.49,-4.15,-97.43,0.656,-0.076,0.032,-0.751
23-36-58.310,586,-0.114,0.610,0.369,1307.207,67.667,-44.913,25,12,-30,0.08,-3.57,-97.76,0.657,-0.023,-0.021,-0.753
23-36-58.320,587,-0.016,1.474,1.385,1762.097,77.181,-45.435,25,12,-30,13.86,-2.83,-98.13,0.652,0.061,-0.107,-0.748
23-36-58.330,588,0.010,1.207,1.942,1286.640,78.378,-4.988,26,-10,-44,31.15,-1.95,-98.21,0.634,0.163,-0.214,-0.725
23-36-58.340,589,0.042,0.973,1.183,407.824,21.875,6.817,26,-15,-45,42.59,-1.37,-97.79,0.616,0.230,-0.281,-0.699
23-36-58.350,590,0.053,0.989,0.758,289.761,-36.391,4.461,26,-18,-46,46.56,-1.31,-97.67,0.608,0.252,-0.304,-0.689
23-36-58.360,591,0.024,0.799,0.496,241.858,-34.306,21.282,25,-21,-47,49.41,-1.61,-97.89,0.601,0.265,-0.324,-0.681
23-36-58.370,592,0.004,0.740,0.527,189.569,-7.364,19.243,25,-21,-47,51.78,-1.97,-98.00,0.596,0.275,-0.340,-0.674
23-36-58.380,593,0.016,0.806,0.574,104.230,13.852,5.227,25,-25,-48,53.54,-2.13,-97.93,0.592,0.283,-0.351,-0.668
23-36-58.390,594,0.033,0.931,0.641,73.898,21.188,-6.567,25,-26,-48,54.54,-2.07,-97.78,0.591,0.289,-0.356,-0.664
23-36-58.400,595,0.056,0.962,0.680,43.581,21.683,-4.713,25,-26,-48,55.24,-1.90,-97.65,0.589,0.294,-0.359,-0.662
23-36-58.410,596,0.060,0.935,0.730,-9.448,19.355,5.064,26,-26,-49,55.60,-1.75,-97.49,0.589,0.297,-0.360,-0.660
23-36-58.420,597,0.072,0.950,0.766,-63.701,9.860,7.376,26,-26,-49,55.44,-1.69,-97.31,0.590,0.297,-0.358,-0.660
23-36-58.430,598,0.135,1.054,0.799,-149.990,-10.510,7.688,26,-25,-48,54.70,-1.71,-97.21,0.592,0.294,-0.353,-0.662
23-36-58.440,599,0.119,1.000,0.847,-276.021,-30.950,15.898,26,-23,-47,53.04,-1.86,-97.26,0.597,0.284,-0.345,-0.667
23-36-58.450,600,0.119,0.922,0.843,-400.779,-44.459,22.639,26,-19,-47,50.13,-2.19,-97.42,0.604,0.267,-0.330,-0.675
23-36-58.460,601,0.106,0.789,0.843,-498.539,-46.944,35.535,26,-15,-46,46.00,-2.67,-97.59,0.613,0.241,-0.308,-0.686
23-36-58.470,602,0.062,0.594,0.895,-556.698,-40.338,49.464,26,-15,-46,40.95,-3.26,-97.64,0.624,0.210,-0.281,-0.698
23-36-58.480,603,0.002,0.442,0.951,-625.301,-36.339,55.179,25,-6,-43,35.28,-3.88,-97.49,0.636,0.175,-0.249,-0.709
23-36-58.490,604,0.032,0.281,0.915,-706.397,-33.933,53.289,25,0,-40,28.89,-4.49,-97.21,0.647,0.136,-0.212,-0.719
23-36-58.500,605,0.023,0.105,0.935,-750.213,-29.704,42.640,25,5,-36,21.75,-5.01,-96.88,0.657,0.093,-0.169,-0.729
23-36-58.510,606,0.018,-0.039,0.883,-757.797,-31.498,21.947,26,10,-31,14.20,-5.42,-96.59,0.664,0.047,-0.123,-0.736
23-36-58.520,607,-0.018,-0.148,0.692,-749.399,-26.142,-3.620,26,10,-31,6.62,-5.76,-96.46,0.666,0.001,-0.076,-0.742
23-36-58.530,608,0.013,-0.098,0.671,-650.922,-6.406,-24.046,25,18,-21,-0.79,-5.99,-96.53,0.664,-0.044,-0.030,-0.745
23-36-58.540,609,0.025,-0.122,0.820,-446.341,12.291,-36.856,25,21,-17,-7.01,-6.05,-96.79,0.659,-0.080,0.011,-0.747
23-36-58.550,610,0.080,-0.048,0.890,-275.683,15.929,-41.021,25,22,-14,-11.19,-5.98,-97.18,0.654,-0.103,0.039,-0.749
23-36-58.561,611,0.084,-0.041,0.925,-177.861,10.280,-28.704,24,22,-13,-13.78,-5.92,-97.60,0.648,-0.117,0.056,-0.750
23-36-58.570,612,0.099,-0.092,0.905,-119.987,6.762,-10.387,24,22,-13,-15.45,-5.89,-97.88,0.645,-0.127,0.068,-0.751
23-36-58.580,613,0.126,-0.159,0.896,-77.998,9.088,5.337,24,23,-11,-16.60,-5.85,-97.98,0.643,-0.133,0.076,-0.751
23-36-58.591,614,0.145,-0.241,0.931,-23.419,15.698,17.100,25,24,-10,-17.31,-5.73,-97.95,0.642,-0.136,0.081,-0.750
23-36-58.600,615,0.141,-0.300,0.943,30.360,14.949,23.724,25,24,-10,-17.49,-5.53,-97.82,0.643,-0.136,0.083,-0.749
23-36-58.611,616,0.125,-0.311,0.939,75.529,12.168,22.871,25,23,-11,-17.15,-5.32,-97.64,0.645,-0.133,0.082,-0.748
23-36-58.621,617,0.137,-0.319,0.872,122.414,6.920,18.777,25,23,-11,-16.36,-5.14,-97.45,0.648,-0.127,0.077,-0.747
23-36-58.631,618,0.145,-0.249,0.750,194.144,7.862,15.880,25,22,-13,-15.06,-5.03,-97.29,0.650,-0.119,0.070,-0.747
23-36-58.641,619,0.141,-0.209,0.590,299.396,21.050,19.208,25,22,-16,-13.01,-4.90,-97.16,0.653,-0.107,0.057,-0.748
23-36-58.651,620,0.117,-0.220,0.264,519.103,38.538,24.103,25,20,-19,-9.80,-4.63,-97.01,0.657,-0.087,0.037,-0.748
23-36-58.661,621,-0.033,0.057,0.201,990.452,55.081,9.530,26,16,-26,-4.07,-4.20,-96.83,0.662,-0.056,-0.001,-0.748
23-36-58.671,622,-0.111,0.961,0.703,1593.538,67.263,-17.462,26,16,-26,6.57,-4.32,-96.74,0.664,0.010,-0.068,-0.744
23-36-58.681,623,0.147,1.278,2.182,1607.365,92.480,6.416,26,-4,-42,22.83,-3.60,-96.72,0.656,0.108,-0.168,-0.728
23-36-58.690,624,0.021,0.628,1.575,546.317,79.500,33.433,27,-11,-45,37.36,-2.86,-96.14,0.639,0.196,-0.254,-0.699
23-36-58.700,625,0.064,0.828,1.147,205.090,-4.450,-13.657,28,-14,-45,42.27,-2.50,-95.51,0.633,0.227,-0.281,-0.685
23-36-58.710,626,0.009,0.826,0.661,168.563,-43.175,-13.515,27,-16,-45,44.33,-2.49,-95.68,0.628,0.238,-0.293,-0.681
23-36-58.720,627,0.024,0.798,0.641,136.625,-24.426,-1.266,27,-16,-45,45.99,-2.69,-96.06,0.622,0.245,-0.305,-0.678
23-36-58.730,628,-0.003,0.853,0.775,59.783,-1.061,-0.340,27,-19,-47,47.26,-2.83,-96.22,0.619,0.251,-0.313,-0.675
23-36-58.740,629,0.010,0.982,0.775,-7.079,-4.891,-4.288,27,-19,-47,47.77,-2.83,-96.23,0.618,0.253,-0.316,-0.674
23-36-58.750,630,0.014,0.971,0.708,-70.855,-17.206,5.721,26,-19,-47,47.63,-2.85,-96.30,0.618,0.252,-0.316,-0.675
23-36-58.760,631,0.014,0.986,0.728,-122.877,-17.417,13.847,26,-18,-47,46.85,-3.02,-96.38,0.619,0.247,-0.312,-0.677
23-36-58.770,632,0.041,0.978,0.739,-162.585,-15.535,21.561,26,-18,-47,45.58,-3.24,-96.41,0.622,0.239,-0.306,-0.680
23-36-58.780,633,0.068,0.958,0.868,-191.090,-9.044,31.922,26,-15,-46,43.91,-3.51,-96.35,0.627,0.228,-0.297,-0.683
23-36-58.790,634,0.107,0.941,1.032,-206.412,-6.269,39.426,26,-13,-46,41.97,-3.80,-96.17,0.632,0.216,-0.287,-0.686
23-36-58.800,635,0.119,0.933,1.181,-217.116,-14.068,46.878,26,-11,-45,39.87,-4.11,-95.91,0.638,0.203,-0.276,-0.689
23-36-58.811,636,0.131,0.889,1.216,-220.341,-32.312,56.057,26,-9,-44,37.67,-4.54,-95.63,0.645,0.189,-0.264,-0.692
23-36-58.820,637,0.119,0.807,1.275,-191.453,-49.256,66.688,26,-9,-44,35.49,-5.16,-95.38,0.651,0.173,-0.254,-0.694
23-36-58.830,638,0.160,0.642,1.175,-184.692,-70.312,82.918,26,-6,-44,33.56,-5.97,-95.10,0.656,0.158,-0.246,-0.695
23-36-58.842,639,0.078,0.554,1.150,-152.523,-86.882,84.375,26,-5,-43,31.72,-7.04,-94.80,0.662,0.141,-0.241,-0.695
23-36-58.850,640,0.096,0.425,1.071,-136.220,-100.049,84.218,25,-4,-43,30.18,-8.23,-94.52,0.667,0.125,-0.238,-0.695
23-36-58.860,641,0.079,0.304,0.961,-128.286,-115.498,79.338,25,-3,-43,28.80,-9.53,-94.29,0.672,0.110,-0.236,-0.694
23-36-58.870,642,0.117,0.194,0.775,-141.722,-125.854,69.592,25,-3,-43,27.46,-10.93,-94.14,0.675,0.093,-0.236,-0.693
23-36-58.880,643,0.116,0.128,0.673,-101.551,-125.548,61.327,23,-1,-43,26.10,-12.36,-94.10,0.678,0.076,-0.236,-0.692
23-36-58.890,644,0.124,0.132,0.630,-66.159,-109.597,46.259,22,-1,-43,25.11,-13.73,-94.10,0.679,0.062,-0.237,-0.692
23-36-58.900,645,0.187,0.197,0.613,-17.466,-93.824,24.723,22,0,-43,24.53,-14.89,-94.16,0.680,0.051,-0.240,-0.691
23-36-58.910,646,0.187,0.267,0.640,29.119,-80.947,11.814,21,-2,-42,24.46,-15.83,-94.34,0.680,0.044,-0.245,-0.690
23-36-58.920,647,0.203,0.291,0.573,65.973,-75.827,7.642,21,-2,-42,24.87,-16.60,-94.56,0.678,0.041,-0.252,-0.689
23-36-58.931,648,0.203,0.295,0.479,88.344,-68.493,7.856,20,-3,-43,25.63,-17.31,-94.82,0.677,0.040,-0.261,-0.687
23-36-58.940,649,0.199,0.315,0.381,106.638,-54.375,7.144,20,-4,-44,26.61,-17.95,-95.05,0.676,0.042,-0.270,-0.685
23-36-58.950,650,0.211,0.350,0.263,117.605,-35.121,6.053,19,-4,-44,27.76,-18.44,-95.24,0.674,0.045,-0.280,-0.682
23-36-58.960,651,0.242,0.381,0.203,80.939,-4.380,2.934,19,-5,-45,28.93,-18.75,-95.35,0.673,0.049,-0.288,-0.679
23-36-58.970,652,0.254,0.428,0.191,42.955,30.897,1.587,19,-5,-45,29.66,-18.76,-95.31,0.673,0.054,-0.293,-0.677
23-36-58.980,653,0.099,0.501,0.211,30.888,57.037,2.726,20,-5,-45,30.03,-18.47,-95.11,0.674,0.058,-0.293,-0.675
23-36-58.991,654,0.152,0.371,0.036,-4.179,63.897,7.753,20,-6,-45,30.16,-17.99,-94.77,0.676,0.063,-0.291,-0.674
23-36-59.001,655,0.167,0.273,0.016,-13.358,88.584,4.246,21,-6,-45,29.99,-17.45,-94.36,0.678,0.066,-0.287,-0.674
23-36-59.011,656,0.127,0.148,0.178,-16.059,125.961,-0.845,22,-5,-45,29.70,-16.66,-93.84,0.680,0.071,-0.281,-0.673
23-36-59.021,657,0.104,0.066,0.367,-43.174,157.570,-11.172,22,-5,-45,29.33,-15.51,-93.18,0.684,0.078,-0.272,-0.673
23-36-59.031,658,0.104,0.066,0.367,-43.174,157.570,-11.172,22,-5,-45,29.33,-15.51,-93.18,0.684,0.078,-0.272,-0.673
23-36-59.031,659,0.095,-0.020,0.544,-81.807,176.828,-21.450,24,-3,-44,28.67,-14.05,-92.49,0.687,0.084,-0.259,-0.674
23-36-59.041,660,0.111,-0.045,0.736,-108.668,191.602,-33.730,26,-2,-43,27.67,-12.37,-91.83,0.690,0.090,-0.244,-0.676
23-36-59.051,661,0.131,0.002,0.979,-105.876,206.262,-50.312,28,0,-43,26.46,-10.48,-91.26,0.693,0.096,-0.225,-0.678
23-36-59.060,662,0.134,0.165,1.427,-52.274,214.201,-72.879,29,0,-41,25.40,-8.38,-90.82,0.694,0.103,-0.206,-0.682
23-36-59.070,663,0.108,0.368,1.781,-16.281,198.310,-92.160,29,0,-41,24.90,-6.14,-90.60,0.694,0.114,-0.190,-0.685
23-36-59.080,664,0.068,0.591,2.026,-7.811,157.976,-104.376,31,1,-40,24.75,-3.99,-90.64,0.692,0.126,-0.176,-0.689
23-36-59.090,665,0.046,0.729,2.070,-8.093,102.973,-104.363,32,1,-39,24.69,-2.18,-90.96,0.688,0.137,-0.165,-0.694
23-36-59.100,666,-0.024,0.859,2.021,-0.465,48.185,-97.302,31,1,-39,24.63,-0.87,-91.50,0.683,0.144,-0.158,-0.699
23-36-59.110,667,-0.066,0.903,1.880,-8.865,-2.597,-81.025,31,1,-39,24.62,-0.10,-92.19,0.678,0.147,-0.154,-0.704
23-36-59.120,668,-0.110,0.881,1.642,-17.427,-45.516,-57.039,31,1,-39,24.52,0.15,-92.94,0.673,0.147,-0.153,-0.709
23-36-59.130,669,-0.134,0.827,1.418,-13.662,-71.525,-31.511,30,2,-38,24.35,-0.07,-93.64,0.669,0.144,-0.154,-0.713
23-36-59.140,670,-0.119,0.784,1.285,-17.278,-74.096,-14.505,29,2,-39,24.22,-0.61,-94.20,0.666,0.139,-0.157,-0.715
23-36-59.151,671,-0.077,0.744,1.225,-22.312,-63.587,-1.052,29,2,-39,24.04,-1.22,-94.62,0.665,0.134,-0.160,-0.717
23-36-59.160,672,-0.011,0.680,1.246,-3.524,-53.273,14.575,28,2,-39,23.84,-1.79,-94.86,0.664,0.128,-0.162,-0.718
23-36-59.170,673,0.012,0.574,1.316,25.961,-49.985,29.792,28,2,-39,23.85,-2.34,-94.92,0.664,0.125,-0.166,-0.718
23-36-59.180,674,-0.004,0.469,1.332,31.114,-58.198,38.245,28,1,-39,24.12,-2.93,-94.85,0.665,0.123,-0.171,-0.716
23-36-59.190,675,0.077,0.456,1.248,42.821,-77.075,38.389,28,0,-40,24.42,-3.64,-94.74,0.667,0.120,-0.177,-0.714
23-36-59.200,676,0.116,0.447,1.184,82.665,-96.102,38.083,27,0,-40,24.91,-4.52,-94.73,0.667,0.118,-0.185,-0.712
23-36-59.210,677,0.025,0.363,1.033,71.299,-110.473,43.394,26,-1,-41,25.74,-5.58,-94.80,0.667,0.116,-0.196,-0.709
23-36-59.220,678,0.110,0.343,0.772,36.325,-122.761,45.734,26,-1,-41,26.39,-6.78,-94.89,0.667,0.112,-0.207,-0.707
23-36-59.230,679,0.122,0.308,0.705,60.426,-120.764,45.645,25,-2,-42,26.79,-8.08,-95.03,0.667,0.106,-0.217,-0.705
23-36-59.240,680,0.101,0.187,0.556,72.089,-117.749,48.843,24,-3,-43,27.44,-9.37,-95.17,0.667,0.101,-0.228,-0.702
23-36-59.250,681,0.108,0.152,0.489,78.581,-114.569,41.875,23,-5,-43,28.19,-10.63,-95.29,0.667,0.097,-0.240,-0.698
23-36-59.260,682,0.092,0.152,0.293,47.936,-107.714,28.797,23,-5,-44,28.97,-11.82,-95.48,0.667,0.094,-0.251,-0.695
23-36-59.270,683,0.085,0.192,0.124,44.816,-94.043,12.696,23,-5,-44,29.50,-12.88,-95.76,0.666,0.089,-0.260,-0.694
23-36-59.280,684,0.069,0.255,0.026,60.363,-66.021,0.105,21,-6,-44,30.06,-13.72,-96.13,0.664,0.086,-0.269,-0.693
23-36-59.290,685,0.073,0.287,-0.119,57.435,-38.028,-9.451,21,-7,-44,30.74,-14.25,-96.46,0.662,0.086,-0.276,-0.692
23-36-59.300,686,0.026,0.311,-0.283,33.795,-9.101,-24.484,20,-7,-44,31.36,-14.49,-96.74,0.660,0.087,-0.281,-0.691
23-36-59.311,687,-0.070,0.489,-0.229,12.490,35.457,-40.434,20,-7,-44,31.73,-14.39,-97.00,0.658,0.090,-0.283,-0.692
23-36-59.320,688,0.001,0.464,-0.133,12.979,81.122,-35.917,20,-7,-44,31.86,-13.82,-97.09,0.657,0.094,-0.281,-0.694
23-36-59.330,689,0.016,0.424,0.142,18.735,122.179,-33.594,22,-7,-44,31.98,-12.90,-96.93,0.657,0.101,-0.277,-0.695
23-36-59.341,690,0.076,0.477,0.462,-1.723,155.492,-39.689,23,-7,-44,32.07,-11.64,-96.55,0.657,0.110,-0.270,-0.695
23-36-59.350,691,0.096,0.480,0.709,-56.599,176.806,-38.425,25,-6,-44,31.89,-10.09,-96.04,0.659,0.120,-0.260,-0.696
23-36-59.360,692,0.147,0.541,0.991,-78.452,185.131,-33.379,26,-5,-43,31.17,-8.38,-95.42,0.661,0.128,-0.246,-0.697
23-36-59.371,693,0.223,0.637,1.366,-49.766,188.505,-30.403,26,-5,-43,30.35,-6.61,-94.74,0.664,0.136,-0.230,-0.699
23-36-59.381,694,0.153,0.641,1.698,-26.313,166.476,-18.860,28,-3,-43,29.81,-4.85,-94.06,0.666,0.145,-0.216,-0.699
23-36-59.391,695,0.126,0.634,1.812,-29.343,117.433,-12.060,30,-3,-42,29.51,-3.37,-93.42,0.668,0.154,-0.205,-0.698
23-36-59.401,696,0.115,0.677,1.738,-62.096,68.515,-12.829,30,-2,-42,29.15,-2.34,-92.98,0.670,0.159,-0.196,-0.698
23-36-59.411,697,0.087,0.674,1.672,-63.886,38.663,-10.070,31,-1,-41,28.51,-1.72,-92.78,0.671,0.159,-0.188,-0.699
23-36-59.421,698,0.020,0.577,1.654,-46.496,21.015,0.851,31,-1,-41,27.89,-1.35,-92.69,0.672,0.158,-0.182,-0.700
23-36-59.430,699,-0.059,0.450,1.577,-32.003,1.103,10.422,31,0,-40,27.45,-1.20,-92.58,0.673,0.157,-0.179,-0.700
23-36-59.440,700,-0.086,0.395,1.499,-18.948,-20.602,8.793,31,0,-40,27.14,-1.26,-92.49,0.674,0.155,-0.177,-0.700
23-36-59.450,701,-0.059,0.411,1.428,6.350,-40.515,2.042,31,0,-40,26.98,-1.51,-92.53,0.674,0.152,-0.177,-0.700
23-36-59.462,702,-0.016,0.465,1.415,45.399,-52.509,-3.591,30,0,-40,27.10,-1.89,-92.71,0.674,0.150,-0.181,-0.701
23-36-59.470,703,0.035,0.562,1.445,72.311,-60.137,-5.080,30,0,-40,27.60,-2.34,-92.99,0.672,0.150,-0.187,-0.701
23-36-59.480,704,0.055,0.608,1.425,71.276,-70.914,-3.121,29,-2,-42,28.34,-2.86,-93.32,0.670,0.150,-0.195,-0.701
23-36-59.490,705,0.067,0.601,1.331,52.693,-87.835,0.895,29,-3,-42,29.05,-3.49,-93.69,0.667,0.150,-0.203,-0.701
23-36-59.500,706,0.089,0.546,1.134,37.186,-106.093,4.243,27,-4,-42,29.58,-4.28,-94.13,0.665,0.147,-0.211,-0.701
23-36-59.510,707,0.109,0.597,1.078,47.784,-122.512,7.750,27,-4,-43,30.01,-5.24,-94.63,0.663,0.143,-0.220,-0.701
23-36-59.520,708,0.189,0.420,0.825,56.186,-139.627,15.782,27,-4,-43,30.55,-6.36,-95.18,0.660,0.138,-0.230,-0.701
23-36-59.530,709,0.088,0.512,0.706,81.221,-153.868,13.435,24,-6,-44,31.24,-7.66,-95.78,0.658,0.132,-0.242,-0.701
23-36-59.540,710,0.107,0.469,0.493,98.126,-153.510,17.253,24,-7,-44,32.16,-9.04,-96.48,0.654,0.127,-0.256,-0.700
23-36-59.550,711,0.079,0.411,0.270,98.022,-135.094,20.552,22,-8,-44,33.27,-10.42,-97.15,0.651,0.123,-0.271,-0.698
23-36-59.561,712,0.125,0.402,0.226,81.941,-109.064,21.563,21,-10,-45,34.32,-11.62,-97.73,0.648,0.120,-0.285,-0.696
23-36-59.570,713,0.129,0.344,0.198,76.220,-81.456,22.589,21,-10,-45,35.22,-12.62,-98.14,0.646,0.118,-0.296,-0.694
23-36-59.580,714,0.156,0.335,0.213,85.745,-53.875,13.356,20,-12,-45,36.06,-13.38,-98.42,0.644,0.117,-0.305,-0.692
23-36-59.590,715,0.172,0.370,0.248,88.411,-32.567,-0.536,20,-12,-46,36.98,-13.86,-98.64,0.643,0.118,-0.313,-0.689
23-36-59.600,716,0.195,0.393,0.204,66.632,-19.105,-13.114,19,-13,-46,37.89,-14.09,-98.85,0.641,0.121,-0.320,-0.687
23-36-59.610,717,0.172,0.453,0.134,43.001,-3.842,-25.023,19,-14,-46,38.58,-14.13,-99.08,0.639,0.124,-0.325,-0.686
23-36-59.620,718,0.122,0.512,0.116,18.228,22.477,-32.713,19,-14,-46,39.03,-13.97,-99.29,0.637,0.127,-0.327,-0.687
23-36-59.630,719,0.044,0.553,0.090,-11.377,50.096,-30.437,20,-14,-46,39.20,-13.56,-99.38,0.635,0.131,-0.326,-0.688
23-36-59.640,720,0.091,0.454,0.191,-2.767,69.442,-17.579,20,-14,-46,39.05,-12.98,-99.26,0.635,0.134,-0.322,-0.689
23-36-59.651,721,0.091,0.414,0.384,-6.044,98.047,-21.996,21,-13,-46,38.96,-12.30,-98.94,0.636,0.139,-0.318,-0.689
23-36-59.660,722,0.095,0.430,0.564,-40.234,113.925,-26.577,22,-13,-46,38.76,-11.38,-98.47,0.638,0.145,-0.311,-0.689
23-36-59.670,723,0.072,0.441,0.667,-81.619,117.613,-26.759,22,-13,-46,38.20,-10.32,-97.95,0.640,0.150,-0.302,-0.691
23-36-59.681,724,0.085,0.535,0.792,-90.905,118.517,-29.587,24,-11,-45,37.29,-9.22,-97.44,0.642,0.153,-0.290,-0.693
23-36-59.690,725,0.085,0.597,0.930,-86.397,119.168,-31.355,25,-10,-45,36.31,-8.09,-96.96,0.645,0.156,-0.277,-0.695
23-36-59.700,726,0.082,0.648,1.048,-76.528,113.560,-32.870,25,-9,-45,35.40,-6.94,-96.52,0.647,0.159,-0.265,-0.697
